,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
11654,BMW Seria 3 320d Efficient Dynamic Edition Aut. Blue Performan Sport Line,19000.0,BMW,Seria 3,2017,192 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Germania,,Da
11655,Volkswagen Golf 2.0 BlueTDI DSG Cup,9750.0,Volkswagen,Golf,2015,232 000 km,Diesel,150 CP,1 968 cm3,,,Automata,Compacta,Germania,,Da
11656,Renault Megane,4850.0,Renault,Megane,2012,253 000 km,Diesel,90 CP,1 461 cm3,,,Manuala,Masina de oras,,,
11657,BMW X1 sDrive18d Aut.,27250.0,BMW,X1,2021,39 671 km,Diesel,150 CP,1 995 cm3,,Euro 6,Automata,SUV,,,
11658,Land Rover Range Rover Evoque,26550.0,Land Rover,Range Rover Evoque,2017,70 000 km,Diesel,149 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
11659,Audi RS Q3,76400.0,Audi,RS Q3,2022,45 900 km,Benzina,400 CP,2 480 cm3,,Euro 6,Automata,SUV,,,Da
11660,Renault Trafic,18200.0,Renault,Trafic,2019,176 000 km,Diesel,125 CP,1 598 cm3,Fata,Euro 6,Manuala,Monovolum,,,
11661,Volvo C70,4800.0,Volvo,C70,2008,220 000 km,Diesel,136 CP,1 997 cm3,Fata,Euro 4,Manuala,Cabrio,,,
11662,Audi RS Q3,76400.0,Audi,RS Q3,2022,45 900 km,Benzina,400 CP,2 480 cm3,,Euro 6,Automata,SUV,,,Da
11663,Renault Trafic,18200.0,Renault,Trafic,2019,176 000 km,Diesel,125 CP,1 598 cm3,Fata,Euro 6,Manuala,Monovolum,,,
11664,BMW Seria 3 330e Aut. Sport Line,38377.0,BMW,Seria 3,2020,40 800 km,Hibrid,184 CP,1 998 cm3,4x4 (automat),,Automata,Sedan,,,
11665,Renault Trafic dCi 120 L2H1 Komfort,17999.0,Renault,Trafic,2019,107 349 km,Diesel,120 CP,1 598 cm3,Fata,Euro 6,Manuala,Monovolum,Germania,,Da
11666,BMW X6 xDrive30d,113988.0,BMW,X6,2023,10 km,Diesel,286 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,
11667,BMW Seria 7 740d xDrive MHEV,128401.0,BMW,Seria 7,2023,10 km,Diesel,300 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
11668,Volvo V60 D4,11249.0,Volvo,V60,2016,239 000 km,Diesel,190 CP,1 969 cm3,Fata,Euro 6,Manuala,Combi,Germania,Da,Da
11669,Mazda CX-5,23400.0,Mazda,CX-5,2018,59 719 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
11670,Volkswagen Golf 2.0 TDI DSG Highline,12788.0,Volkswagen,Golf,2019,183 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,Romania,Da,Da
11671,Land Rover Freelander,4900.0,Land Rover,Freelander,2007,230 000 km,Diesel,112 CP,1 951 cm3,,,Automata,SUV,,,
11672,Opel Mokka 1.2 Turbo Start/Stop Aut. Elegance,24924.0,Opel,Mokka,2023,1 km,Benzina,130 CP,1 199 cm3,Fata,,Automata,SUV,,,Da
11673,Renault Austral,27568.0,Renault,Austral,2023,5 km,Benzina,140 CP,1 332 cm3,Fata,Euro 6d-Temp,Manuala,SUV,Romania,,Da
11674,Kia Sportage,12950.0,Kia,Sportage,2014,185 600 km,Diesel,185 CP,1 995 cm3,4x4 (automat),Euro 5,Automata,SUV,Romania,,
11675,Volkswagen up! move,9500.0,Volkswagen,up!,2019,91 732 km,Benzina,60 CP,999 cm3,Fata,Euro 6,Manuala,Compacta,Germania,,Da
11676,Mercedes-Benz GLE 350 de 4MATIC,121568.0,Mercedes-Benz,GLE,2023,6 km,Hibrid,194 CP,1 950 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,,
11677,Skoda Octavia,14650.0,Skoda,Octavia,2018,116 358 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Combi,Romania,Da,Da
11678,Land Rover Range Rover Velar R-Dynamic 2.0,52900.0,Land Rover,Range Rover Velar,2019,38 400 km,Benzina,250 CP,1 998 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,Da,Da
11679,Volvo V60 D4 Geartronic Business Edition,12850.0,Volvo,V60,2015,207 744 km,Diesel,163 CP,1 984 cm3,Fata,Euro 6,Automata,Combi,Germania,,Da
11680,Land Rover Defender 110 3.0D 250 MHEV XS Edition,89845.0,Land Rover,Defender,2023,1 km,Diesel,250 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Slovacia,,Da
11681,Volkswagen Passat,14499.0,Volkswagen,Passat,2016,210 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Manuala,Sedan,Germania,Da,Da
11682,Mercedes-Benz G 63 AMG SW Long,98948.0,Mercedes-Benz,G,2014,21 500 km,Benzina,544 CP,5 461 cm3,4x4 (automat),Euro 5a,Automata,SUV,Romania,Da,
11683,Mercedes-Benz GLA 250 e,62491.0,Mercedes-Benz,GLA,2023,8 km,Hibrid,163 CP,1 332 cm3,Fata,Euro 6d-Temp,Automata,SUV,,,Da
11684,Mazda 3,3550.0,Mazda,3,2007,185 122 km,Diesel,143 CP,1 998 cm3,Fata,Euro 4,Manuala,Compacta,,,
11685,Renault Arkana 140 EDC,23729.0,Renault,Arkana,2023,2 km,Benzina,140 CP,1 333 cm3,Fata,Euro 6,Automata,SUV,Romania,,Da
11686,Renault Austral,24556.0,Renault,Austral,2023,2 km,Benzina,140 CP,1 333 cm3,Fata,Euro 6,Manuala,SUV,Romania,,Da
11687,Volkswagen Passat 1.5 TSI OPF Comfortline,27350.0,Volkswagen,Passat,2021,20 km,Benzina,150 CP,1 498 cm3,,,Manuala,Sedan,,,
11688,Audi Q3,18990.0,Audi,Q3,2017,110 494 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
11689,Dacia Sandero,7699.0,Dacia,Sandero,2017,76 507 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Masina de oras,Germania,Da,
11690,Skoda Octavia 1.6 TDI Style,15946.0,Skoda,Octavia,2019,132 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
11691,Nissan Qashqai 1.5 DCI Start/Stop Tekna,13400.0,Nissan,Qashqai,2016,127 000 km,Diesel,110 CP,1 461 cm3,4x4 (automat),Euro 6,Manuala,SUV,,,
11692,Opel Corsa 1.4i Cosmo,2999.0,Opel,Corsa,2008,226 229 km,Benzina,90 CP,1 364 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,
11693,Skoda Karoq 1.6 TDI SCR DSG Style,16990.0,Skoda,Karoq,2020,215 100 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6b,Automata,SUV,,,
11694,Volkswagen Transporter,23100.0,Volkswagen,Transporter,2019,205 247 km,Diesel,204 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Monovolum,,,
11695,Nissan Qashqai,5999.0,Nissan,Qashqai,2009,211 000 km,Diesel,103 CP,1 461 cm3,Fata,,Manuala,SUV,,,Da
11696,Porsche Cayenne,70000.0,Porsche,Cayenne,2019,151 700 km,Benzina,340 CP,2 995 cm3,,Euro 6,Automata,SUV,Romania,Da,
11697,Skoda Octavia Combi 2.0 TDI 4x4 DSG L&K,13999.0,Skoda,Octavia,2016,173 900 km,Diesel,184 CP,1 968 cm3,4x4 (manual),Euro 6,Automata,Combi,Germania,,Da
11698,Toyota RAV4 2.2 D-4D 4WD Executive,13800.0,Toyota,RAV4,2014,242 113 km,Diesel,150 CP,2 231 cm3,4x4 (manual),Euro 5,Manuala,SUV,Japonia,,Da
11699,BMW X3 2.0d,6990.0,BMW,X3,2008,157 270 km,Diesel,150 CP,1 995 cm3,,,Manuala,SUV,,,
11700,Dacia Duster 1.6 4x4 Laureate,12690.0,Dacia,Duster,2019,133 500 km,Benzina,114 CP,1 598 cm3,4x4 (automat),Euro 6b,Manuala,SUV,Romania,Da,Da
11701,Volvo XC 60 D4 AWD R-Design,26799.0,Volvo,XC 60,2018,179 000 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Austria,,Da
11702,BMW Seria 5 530d xDrive AT,33900.0,BMW,Seria 5,2018,98 900 km,Diesel,265 CP,2 993 cm3,4x4 (automat),Euro 6b,Automata,Masina de oras,Germania,,Da
11703,Hyundai Santa Fe,23900.0,Hyundai,Santa Fe,2018,90 581 km,Diesel,200 CP,2 199 cm3,4x4 (automat),,Automata,SUV,,,
11704,BMW X3 sDrive18d AT MHEV,14999.0,BMW,X3,2014,201 945 km,Diesel,150 CP,1 995 cm3,Spate,Euro 6,Automata,SUV,Germania,,Da
11705,BMW X1,39572.0,BMW,X1,2020,32 450 km,Hibrid,150 CP,1 499 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
11706,Kia Sportage,10500.0,Kia,Sportage,2013,286 000 km,Diesel,185 CP,1 995 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
11707,Mercedes-Benz GLC Coupe 300 de 4MATIC,98806.0,Mercedes-Benz,GLC Coupe,2023,8 km,Hibrid,194 CP,1 950 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,,Da
11708,BMW X1 sDrive18d Aut.,17200.0,BMW,X1,2017,198 000 km,Diesel,150 CP,1 995 cm3,,,Automata,SUV,,,
11709,Volkswagen Passat Variant 2.0 TDI DSG Comfortline,12650.0,Volkswagen,Passat,2018,216 000 km,Diesel,150 CP,1 968 cm3,Fata,,Automata,Combi,,,
11710,Renault Laguna Grandtour dCi 110 FAP Limited,5299.0,Renault,Laguna,2011,225 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,
11711,Audi A3 2.0 TDI Sportback DPF Ambition,6499.0,Audi,A3,2011,280 000 km,Diesel,140 CP,1 968 cm3,,,Manuala,Masina de oras,,,
11712,BMW Seria 5 520d xDrive,17800.0,BMW,Seria 5,2014,159 000 km,Diesel,183 CP,1 995 cm3,,,Automata,Sedan,,,
11713,Ford Focus 1.0 EcoBoost 99g Start-Stopp-System Trend,6250.0,Ford,Focus,2012,141 523 km,Benzina,100 CP,998 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
11714,Ford Kuga 2.0 TDCi 4x4 Aut. Titanium,8200.0,Ford,Kuga,2012,220 000 km,Diesel,163 CP,1 997 cm3,,,Automata,SUV,,,
11715,Ford Focus 1.6 TDCi DPF Trend,5550.0,Ford,Focus,2012,244 000 km,Diesel,115 CP,1 560 cm3,,,Manuala,Combi,,,
11716,Lexus Seria NX 350h,49890.0,Lexus,Seria NX,2023,15 145 km,Hibrid,190 CP,2 487 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
11718,Volkswagen Passat,21900.0,Volkswagen,Passat,2018,142 954 km,Diesel,190 CP,1 968 cm3,4x4 (automat),,Automata,Sedan,Romania,,
11719,Opel Crossland 1.2 Start/Stop Aut. Edition,18608.0,Opel,Crossland,2022,2 km,Benzina,130 CP,1 199 cm3,Fata,Euro 6,Automata,SUV,,,Da
11720,Ford Kuga 2.5 Duratec PHEV Titanium X,33499.0,Ford,Kuga,2021,40 962 km,Hibrid,225 CP,2 500 cm3,Fata,Euro 6,Automata,SUV,,Da,Da
11721,Skoda Superb 2.0 TDI DSG Ambition,29970.0,Skoda,Superb,2021,63 067 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
11722,BMW Seria 5 520d xDrive Aut.,14979.0,BMW,Seria 5,2013,180 000 km,Diesel,184 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
11723,Toyota C-HR 1.8 HSD 122 CP 4x2 CVT Core,29999.0,Toyota,C-HR,2023,1 000 km,Hibrid,98 CP,1 798 cm3,Fata,Euro 6,Automata,SUV,,Da,Da
11724,BMW Seria 3 320d Aut. Luxury Line,29099.0,BMW,Seria 3,2019,99 750 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
11725,Skoda Octavia 1.6 TDI Style,13200.0,Skoda,Octavia,2018,140 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
11726,Mercedes-Benz G 500 SW Long Aut.,210678.0,Mercedes-Benz,G,2023,10 km,Benzina,422 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,Austria,,Da
11727,Opel Grandland,25163.0,Opel,Grandland,2022,1 km,Benzina,130 CP,1 199 cm3,Fata,Euro 6,Manuala,SUV,,Da,Da
11728,Land Rover Defender 110 3.0P 400 MHEV S,66900.0,Land Rover,Defender,2020,43 429 km,Benzina,400 CP,2 996 cm3,4x4 (automat),,Automata,SUV,,,
11729,BMW X6 M M50d,41990.0,BMW,X6 M,2015,103 000 km,Diesel,381 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Germania,,Da
11731,Renault Megane TCe GPF Intens,21472.0,Renault,Megane,2023,5 km,Benzina,140 CP,1 332 cm3,Fata,Euro 6d-Temp,Manuala,Sedan,,,Da
11732,Ford Focus 1.6 TDCi DPF Start-Stopp-System Titanium,4800.0,Ford,Focus,2012,300 000 km,Diesel,115 CP,1 560 cm3,Fata,Euro 5,Manuala,Combi,Germania,,
11733,BMW Seria 5,14500.0,BMW,Seria 5,2013,272 000 km,Diesel,218 CP,1 995 cm3,,,Automata,Sedan,,,
11734,Jeep Wrangler 2.0 4xe AT8 PHEV Sahara,76025.0,Jeep,Wrangler,2022,1 km,Hibrid,272 CP,1 995 cm3,4x4 (automat),,Automata,Cabrio,,,Da
11735,Mercedes-Benz S 400 d 4Matic L 9G-TRONIC,110000.0,Mercedes-Benz,S,2022,57 600 km,Diesel,330 CP,2 925 cm3,,,Automata,Sedan,,,
11736,Mercedes-Benz S 350 d 4Matic 9G-TRONIC,43500.0,Mercedes-Benz,S,2016,253 300 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,
11737,BMW Seria 3 320d xDrive,7990.0,BMW,Seria 3,2010,227 412 km,Diesel,177 CP,1 995 cm3,4x4 (automat),Euro 5,Manuala,Sedan,,,
11738,Jaguar S-Type 2.7 D Luxury Aut,10000.0,Jaguar,S-Type,2008,35 023 km,Diesel,207 CP,2 720 cm3,Spate,Euro 4,Automata,Sedan,Anglia,Da,
11739,Skoda Octavia,12499.0,Skoda,Octavia,2018,147 382 km,Benzina,115 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
11740,Land Rover Defender 110 3.0D 250 MHEV XS Edition,89012.0,Land Rover,Defender,2023,1 km,Diesel,250 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Slovacia,Da,Da
11741,Bentley Continental New GT,169899.0,Bentley,Continental,2019,85 000 km,Benzina,635 CP,5 950 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,Da,Da
11742,Volkswagen Polo 1.2 TSI Cross,6000.0,Volkswagen,Polo,2011,230 000 km,Benzina,105 CP,1 197 cm3,Fata,,Manuala,Compacta,,,
11743,BMW X6 xDrive40d,26200.0,BMW,X6,2016,206 000 km,Diesel,313 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
11744,Volkswagen Eos 2.0 TDI,4950.0,Volkswagen,Eos,2008,244 000 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Cabrio,,,
11745,Mercedes-Benz GLE 400 e 4MATIC,111243.0,Mercedes-Benz,GLE,2023,6 000 km,Hibrid,252 CP,1 999 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,,
11746,Ford Focus 1.6i Trend,3000.0,Ford,Focus,2007,122 400 km,Benzina,100 CP,1 596 cm3,Fata,Euro 4,Manuala,Sedan,Romania,Da,
11747,BMW Seria 2 218i Active Tourer Aut. Sport Line,17980.0,BMW,Seria 2,2018,45 000 km,Benzina,140 CP,1 499 cm3,Fata,Euro 6b,Automata,Monovolum,Cehia,,
11748,Hyundai i40 1.7 CRDI CW 7DCT ISG Supreme Pack+,14190.0,Hyundai,i40,2018,130 064 km,Diesel,141 CP,1 685 cm3,Fata,Euro 6,Automata,Sedan,Franta,Da,Da
11750,Seat Ibiza,6550.0,Seat,Ibiza,2011,124 000 km,Benzina,85 CP,1 390 cm3,Fata,Euro 5,Manuala,Compacta,Germania,Da,Da
11751,Hyundai I30,6850.0,Hyundai,I30,2011,137 000 km,Benzina,109 CP,1 396 cm3,Fata,Euro 5,Manuala,Compacta,Germania,Da,Da
11752,Volkswagen Touareg 3.0 V6 TDI BMT,23500.0,Volkswagen,Touareg,2018,148 000 km,Diesel,204 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,
11753,Mercedes-Benz GLE Coupe 350 d 4MATIC,57899.0,Mercedes-Benz,GLE Coupe,2018,52 583 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
11754,Mercedes-Benz GLE 350 de 4Matic 9G-TRONIC AMG Line,75241.0,Mercedes-Benz,GLE,2021,35 286 km,Hibrid,194 CP,1 950 cm3,4x4 (manual),Euro 6,Automata,SUV,,,
11755,Volkswagen Golf 1.6 Comfortline,4100.0,Volkswagen,Golf,2008,293 000 km,Benzina + GPL,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
11756,Nissan Juke 1.5 dCi Acenta,8999.0,Nissan,Juke,2011,253 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,SUV,,Da,Da
11757,Audi Q5,28950.0,Audi,Q5,2018,178 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
11758,Dacia Duster 1.5 dCi 4WD Essential,11600.0,Dacia,Duster,2017,73 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),,Manuala,SUV,,,
11759,Mercedes-Benz GLS Mercedes-Maybach 600 MHEV 4MATIC,253390.0,Mercedes-Benz,GLS,2023,2 km,Benzina,557 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
11760,Mercedes-Benz GLE Coupe AMG 53 4Matic+ AMG Speedshift TCT 9G AMG Line Premium,133625.0,Mercedes-Benz,GLE Coupe,2022,10 000 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6d,Automata,SUV,,,Da
11761,Dacia Logan,9500.0,Dacia,Logan,2018,76 331 km,Benzina,73 CP,998 cm3,Fata,,Manuala,Sedan,,,
11762,Jeep Compass 1.5 AT 2WD MHEV Limited,32940.0,Jeep,Compass,2023,2 km,Benzina,130 CP,1 469 cm3,Fata,Euro 6,Automata,SUV,Romania,,Da
11763,Mercedes-Benz C 300 4MATIC Coupe Aut.,50899.0,Mercedes-Benz,C,2020,17 928 km,Benzina,258 CP,1 991 cm3,4x4 (automat),Euro 6d,Automata,Coupe,Romania,,Da
11764,BMW X5 xDrive30d,39900.0,BMW,X5,2018,92 273 km,Diesel,258 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,
11765,Mercedes-Benz GLC Coupe,67830.0,Mercedes-Benz,GLC Coupe,2019,69 900 km,Benzina,510 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
11766,BMW X6 xDrive30d AT MHEV,114980.0,BMW,X6,2023,10 km,Diesel,286 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,
11767,Skoda RAPID,8500.0,Skoda,RAPID,2018,169 000 km,Benzina,95 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
11768,Volkswagen Amarok 3.0 TDI 241 CP 10AT 4M Aventura,61586.0,Volkswagen,Amarok,2023,300 km,Diesel,241 CP,2 993 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,Da,Da
11769,Mercedes-Benz E 400 4Matic Coupe 9G-TRONIC AMG Line,39900.0,Mercedes-Benz,E,2017,72 000 km,Benzina,333 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,Da,Da
11770,Mitsubishi Outlander PHEV 2.4 L 4X4 Instyle+,26999.0,Mitsubishi,Outlander,2020,89 500 km,Hibrid,135 CP,2 360 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,,Da
11771,Audi A4 Avant 2.0 TDI S tronic Sport,16450.0,Audi,A4,2019,214 874 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,Germania,Da,Da
11772,Renault Megane,3550.0,Renault,Megane,2004,202 340 km,Benzina,113 CP,1 598 cm3,4x4 (automat),Euro 4,Automata,Masina de oras,Germania,,Da
11773,Mazda CX-5 G192 4x4 AT Revolution Top,25390.0,Mazda,CX-5,2017,58 900 km,Benzina,192 CP,2 488 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
11774,Hyundai KONA,27986.0,Hyundai,KONA,2023,8 km,Benzina,120 CP,998 cm3,Fata,,Automata,SUV,,,Da
11775,Opel Astra,3300.0,Opel,Astra,2008,241 000 km,Benzina,116 CP,1 598 cm3,Fata,Euro 4,Manuala,Sedan,Olanda,,
11776,Volvo V60 D2 ECO Start-Stop Momentum,8399.0,Volvo,V60,2012,282 691 km,Diesel,115 CP,1 560 cm3,Fata,Euro 5,Manuala,Combi,,,Da
11777,Opel Insignia 2.0 CDTi Automatik Edition,4990.0,Opel,Insignia,2010,292 068 km,Diesel,160 CP,1 956 cm3,Fata,Euro 4,Automata,Sedan,,,
11778,Mercedes-Benz ML 350 BlueTec 4MATIC Aut,18479.0,Mercedes-Benz,ML,2012,270 000 km,Diesel,258 CP,2 987 cm3,,,Automata,SUV,,,
11779,BMW X2 xDrive20i AT M Sport,34212.0,BMW,X2,2020,23 400 km,Benzina,192 CP,1 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
11780,Dacia Sandero 1.5 dCI Stepway,7800.0,Dacia,Sandero,2017,125 700 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
11781,Hyundai i40 1.7 CRDI DPF Wagon Aut. Supreme,8800.0,Hyundai,i40,2015,204 915 km,Diesel,136 CP,1 685 cm3,Fata,Euro 5,Automata,Combi,,,Da
11782,Mazda 2 G90 MHEV Homura,20706.0,Mazda,2,2023,5 km,Benzina,90 CP,1 496 cm3,Fata,Euro 6,Manuala,Compacta,,,Da
11783,Skoda Octavia,14900.0,Skoda,Octavia,2018,135 558 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,
11784,Volkswagen Golf 1.6 TDI Trendline,12899.0,Volkswagen,Golf,2017,147 800 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Compacta,Germania,Da,Da
11786,Jeep Wrangler,39900.0,Jeep,Wrangler,2017,75 000 km,Diesel,200 CP,2 776 cm3,,Euro 6,Automata,SUV,,Da,Da
11788,Skoda Superb Combi 2.0 TDI Elegance DSG,9900.0,Skoda,Superb,2010,230 443 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,Romania,,
11789,Dacia Logan MCV 1.5 dCi 90 CP Laureate,6250.0,Dacia,Logan,2015,176 232 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Combi,Germania,,
11790,Audi A6 Allroad,4400.0,Audi,A6 Allroad,2004,286 523 km,Diesel,180 CP,2 496 cm3,,,Automata,Combi,,,
11791,Mercedes-Benz GLE 350 d 4MATIC,63500.0,Mercedes-Benz,GLE,2019,124 349 km,Diesel,272 CP,2 925 cm3,4x4 (automat),,Automata,SUV,,,
11792,Volkswagen T-Cross,18750.0,Volkswagen,T-Cross,2021,44 613 km,Benzina,110 CP,999 cm3,Fata,,Automata,SUV,Romania,Da,
11793,Renault Megane,11999.0,Renault,Megane,2018,177 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,,Da
11794,BMW Seria 3 320i Sport-Aut. Luxury Line,10999.0,BMW,Seria 3,2012,276 000 km,Benzina,184 CP,1 997 cm3,Spate,Euro 5,Automata,Sedan,Olanda,Da,
11795,BMW Seria 5 520d xDrive Aut. M Sport Edition,53054.0,BMW,Seria 5,2023,6 200 km,Diesel,190 CP,1 995 cm3,4x4 (manual),Euro 6,Automata,Sedan,Germania,,Da
11796,Mercedes-Benz GLC 220 d MHEV 4MATIC,63665.0,Mercedes-Benz,GLC,2023,7 km,Diesel,197 CP,1 993 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,Germania,Da,Da
11797,Skoda RAPID 1.4 TDI Style,6800.0,Skoda,RAPID,2016,172 000 km,Diesel,90 CP,1 422 cm3,Fata,,Manuala,Compacta,,,
11799,Mercedes-Benz A 180 d 8G-DCT AMG Line,43911.0,Mercedes-Benz,A,2022,7 500 km,Diesel,116 CP,1 950 cm3,,Euro 6d,Automata,Compacta,,Da,Da
11800,Opel Insignia Grand Sport 1.6 CDTI ecoTEC Start/Stop Dynamic,11500.0,Opel,Insignia,2019,111 000 km,Diesel,136 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
11801,BMW Seria 7 740d xDrive,68425.0,BMW,Seria 7,2019,64 596 km,Diesel,320 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
11802,Mercedes-Benz E 220 d T-Modell 4MATIC Aut.,7800.0,Mercedes-Benz,E,2018,218 182 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,Combi,,,
11803,Porsche Cayenne 3.0TD TipTronic,18700.0,Porsche,Cayenne,2011,261 500 km,Diesel,245 CP,2 967 cm3,4x4 (automat),,Automata,SUV,,,
11804,BMW Seria 7 740d xDrive,37500.0,BMW,Seria 7,2016,155 000 km,Diesel,320 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
11805,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i N-Connecta,13990.0,Nissan,Qashqai,2016,96 000 km,Diesel,130 CP,1 600 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,,Da
11806,Mercedes-Benz GLC 200 4MATIC MHEV,60572.0,Mercedes-Benz,GLC,2022,5 600 km,Benzina,204 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
11807,Mercedes-Benz GLA 250 4Matic 8G-DCT AMG Line,43078.0,Mercedes-Benz,GLA,2021,20 100 km,Benzina,224 CP,1 991 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,,Da
11808,Volkswagen Touareg V6 TSI R-Style,68500.0,Volkswagen,Touareg,2023,17 200 km,Benzina,340 CP,2 995 cm3,4x4 (automat),,Automata,SUV,,,
11810,Land Rover Discovery 4 3.0 SDV6 HSE Aut,20500.0,Land Rover,Discovery,2015,169 000 km,Diesel,256 CP,2 993 cm3,,Euro 6,Automata,SUV,Romania,,Da
11811,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Feel,21900.0,Citroën,C5 Aircross,2019,88 721 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
11812,Audi A5,14500.0,Audi,A5,2014,206 338 km,Benzina,170 CP,1 798 cm3,Fata,Euro 6b,Automata,Sedan,,Da,Da
11813,BMW X6 xDrive30d AT MHEV,105980.0,BMW,X6,2023,3 000 km,Diesel,286 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,Da
11814,Audi Q3 2.0 TFSI Quattro,11990.0,Audi,Q3,2012,167 422 km,Benzina,170 CP,1 984 cm3,Fata,Euro 5,Manuala,SUV,Germania,Da,Da
